uniprot,symbol,entrez
Q8TDN1,KCNG4,93107
Q9H3S5,PIGM,93183
Q96FM1,PGAP3,93210
Q9UBQ7,GRHPR,9380
O95944,NCR2,9436
Q8IVU1,IGDCC3,9543
O75064,DENND4B,9909
Q9UQB3,CTNND2,1501
P21953,BCKDHB,594
-,IGHV3-23,28442
-,LOC440786,440786
-,IGHV3-13,28449
-,IGHV3-30,28439
A6NKG5,RTL1,388015
Q6SZW1,SARM1,23098
P40967,PMEL,6490
Q8IZX4,TAF1L,138474
Q8IUX7,AEBP1,165
Q96SZ4,ZSCAN10,84891
Q9Y223,GNE,10020
P27169,PON1,5444
P21246,PTN,5764
Q86TM3,DDX53,168400
P12829,MYL4,4635
Q86VX9,MON1A,84315
P86791|P86790,CCZ1,51622
Q7L1V2,MON1B,22879
P0DJD3,RBMY1A1,5940
A4FU49,SH3D21,79729
Q02383,SEMG2,6407
Q9NTU7,CBLN4,140689
Q9NZN4,EHD2,30846
Q8N587,ZNF561,93134
Q8N442,GUF1,60558
Q9NWT8,AURKAIP1,54998
Q9ULG6,CCPG1,9236
Q9H0R5,GBP3,2635
Q14929,ZNF169,169841
Q5H9J7,BEX5,340542
P51816,AFF2,2334
Q08629,SPOCK1,6695
O43361,ZNF749,388567
O60682,MSC,9242
O95833,CLIC3,9022
Q9UKG4,SLC13A4,26266
Q9Y6B6,SAR1B,51128
Q86T65,DAAM2,23500
-,HMGB3P1,128872
Q8N1N0,CLEC4F,165530
O43708,GSTZ1,2954
Q96RV3,PCNX,22990
O00423,EML1,2009
Q96F81,DISP1,84976
P08572,COL4A2,1284
P25940,COL5A3,50509
Q9UKN7,MYO15A,51168
P15954,COX7C,1350
Q5TAT6,COL13A1,1305
Q9HCE0,EPG5,57724
Q9BXT6,MOV10L1,54456
Q9Y5H6,PCDHA8,56140
Q5VZ19,TDRD10,126668
Q5CZA5,ZNF805,390980
Q9NRD9,DUOX1,53905
Q9Y2Z9,COQ6,51004
Q9NSI8,SAMSN1,64092
Q9Y5S1,TRPV2,51393
Q9C004,SPRY4,81848
Q9BQS7,HEPH,9843
P04921,GYPC,2995
Q8WUW1,BRK1,55845
Q96RD7,PANX1,24145
Q6UX07,DHRS13,147015
Q96AW1,VOPP1,81552
Q5SY80,C1orf101,257044
Q5ST30,VARS2,57176
Q9BRT8,CBWD1,55871
Q96AY4,TTC28,23331
Q96C55,ZNF524,147807
Q9BXF3,CECR2,27443
P51786,ZNF157,7712
-,TRIM75P,391714
Q9P291,ARMCX1,51309
Q9BRC7,PLCD4,84812
O43325,LYRM1,57149
Q8WUZ0,BCL7C,9274
Q9H3Z7,ABHD16B,140701
Q99102,MUC4,4585
Q8IYS4,C16orf71,146562
-,IGHV4OR15-8,28317
Q96DY2,IQCD,115811
Q9BYH8,NFKBIZ,64332
Q9H1J5,WNT8A,7478
Q8N8K9,KIAA1958,158405
Q8TCB7,METTL6,131965
Q86W34,AMZ2,51321
Q8N954,GPATCH11,253635
Q9HA38,ZMAT3,64393
Q9H336,CRISPLD1,83690
Q9H4Q4,PRDM12,59335
Q8TBF8,FAM81A,145773
Q02246,CNTN2,6900
Q9Y574,ASB4,51666
Q99929,ASCL2,430
Q7L1S5,CHST9,83539
Q8N752,CSNK1A1L,122011
Q9UK59,DBR1,51163
Q5TB30,DEPDC1,55635
Q9BQ95,ECSIT,51295
P49354,FNTA,2339
Q9C0B1,FTO,79068
P46976,GYG1,2992
-,HMCN2,256158
Q9Y366,IFT52,51098
Q9P2H3,IFT80,57560
Q96T92,INSM2,84684
Q6P5Q4,LMOD2,442721
Q9HD23,MRS2,57380
P42898,MTHFR,4524
Q3SX64,ODF3L2,284451
O14841,OPLAH,26873
Q96QZ0,PANX3,116337
P29803,PDHA2,5161
Q8N0V3,RBFA,79863
Q6P087,RPUSD3,285367
Q9HA92,RSAD1,55316
Q6ZT89,SLC25A48,153328
Q96JI7,SPG11,80208
Q6SJ96,TBPL2,387332
A0AVF1,TTC26,79989
Q86WT1,TTC30A,92104
-,TTC6,319089
Q96JL9,ZNF333,84449
Q14994,NR1I3,9970
P26022,PTX3,5806
Q5UE93,PIK3R6,146850
Q8WYR1,PIK3R5,23533
Q9Y2N7,HIF3A,64344
Q9P1Z0,ZBTB4,57659
Q7Z6J2,GRASP,160622
P08575,PTPRC,5788
Q58F21,BRDT,676
-,RPL36A-HNRNPH2,100529097
P49189,ALDH9A1,223
Q9GZV1,ANKRD2,26287
Q96CA5,BIRC7,79444
Q14761,PTPRCAP,5790
P03956,MMP1,4312
P13056,NR2C1,7181
Q12946,FOXF1,2294
Q15699,ALX1,8092
Q8N386,LRRC25,126364
P07288,KLK3,354
-,IGKV1-27,28935
Q9HBU1,BARX1,56033
O00519,FAAH,2166
Q96CD2,PPCDC,60490
Q9GZY6,LAT2,7462
O75326,SEMA7A,8482
Q8N5W9,FAM101B,359845
P08246,ELANE,1991
Q6ZMZ3,SYNE3,161176
Q96A19,CCDC102A,92922
P14384,CPM,1368
Q9Y6H3,XRCC6BP1,91419
Q5T0Z8,C6orf132,647024
Q6FI13,HIST2H2AA4,723790
Q5VVX9,UBE2U,148581
Q9NS37,CREBZF,58487
Q14CS0,UBXN2B,137886
Q9H488,POFUT1,23509
Q16587,ZNF74,7625
O14994,SYN3,8224
Q9BTV5,FSD1,79187
Q9NQY0,BIN3,55909
Q969W3,FAM104A,84923
Q6ZTQ3,RASSF6,166824
Q13432,UNC119,9094
Q01344,IL5RA,3568
O15079,SNPH,9751
Q01534,TSPY1,7258
P43235,CTSK,1513
Q8IWU6,SULF1,23213
Q8IX04,UEVLD,55293
P12111,COL6A3,1293
P48307,TFPI2,7980
Q13637,RAB32,10981
-,APOBEC3D,140564
P29728,OAS2,4939
O60565,GREM1,26585
P35789,ZNF93,81931
O60477,BRINP1,1620
P49767,VEGFC,7424
P12318,FCGR2A,2212
P48736,PIK3CG,5294
P02724,GYPA,2993
O60462,NRP2,8828
P26951,IL3RA,3563
Q99075,HBEGF,1839
Q86UD1,OAF,220323
Q68D06,SLFN13,146857
Q6ZMT4,KDM7A,80853
Q9H1D0,TRPV6,55503
Q3T906,GNPTAB,79158
-,IGKV4-1,28908
Q6JVE5,LCN12,286256
Q8N4E4,PDCL2,132954
Q8TAD7,C12orf75,387882
Q9NPI9,KCNJ16,3773
Q9BXN2,CLEC7A,64581
Q9H467,CUEDC2,79004
Q02643,GHRHR,2692
P14784,IL2RB,3560
P24386,CHM,1121
P05814,CSN2,1447
Q71RH2,FAM57B,83723
P17022,ZNF18,7566
Q8WVB3,HEXDC,284004
O14896,IRF6,3664
P01591,IGJ,3512
Q6UWM7,LCTL,197021
Q13394,MAB21L1,4081
-,MGC15885,197003
Q9ULC6,PADI1,29943
Q9UN74,PCDHA4,56144
Q8NCQ7,PROCA1,147011
-,RBMY1C,5942
Q969P6,TOP1MT,116447
-,TPT1P8,59347
Q8IWX7,UNC45B,146862
Q8IZ26,ZNF34,80778
Q7Z4H9,FAM220A,84792
P19021,PAM,5066
P31271,HOXA13,3209
O75155,CAND2,23066
O94967,WDR47,22911
Q86Y91,KIF18B,146909
O75864,PPP1R37,284352
P48426,PIP4K2A,5305
Q13686,ALKBH1,8846
Q49AG3,ZBED5,58486
Q58EX7,PLEKHG4,25894
Q5TFE4,NT5DC1,221294
Q6NSJ2,PHLDB3,653583
Q9NZH8,IL36G,56300
P55061,TMBIM6,7009
O43715,TRIAP1,51499
-,MIR217,406999
P02760,AMBP,259
P51884,LUM,4060
P02743,APCS,325
P02655,APOC2,344
P02774,GC,2638
Q5TF58,IFFO2,126917
P35325,SPRR2B,6701
-,HNF1A-AS1,283460
Q68CQ1,MROH7,374977
Q2T9K0,TMEM44,93109
Q8TDG4,HELQ,113510
Q8N427,NME8,51314
Q6XR72,SLC30A10,55532
P31415,CASQ1,844
P30874,SSTR2,6752
Q9BWC9,CCDC106,29903
Q03938,ZNF90,7643
Q15759,MAPK11,5600
P15391,CD19,930
Q9H5P4,PDZD7,79955
A4D2P6,GRID2IP,392862
Q6ZMN7,PDZRN4,29951
Q13884,SNTB1,6641
Q9UID3,VPS51,738
Q8N9N7,LRRC57,255252
Q9Y5Y6,ST14,6768
Q9BXS9,SLC26A6,65010
Q96FG2,ELMOD3,84173
Q8NEG4,FAM83F,113828
Q8N183,NDUFAF2,91942
Q14542,SLC29A2,3177
P78381,SLC35A2,7355
Q8WVQ1,CANT1,124583
Q9NRQ2,PLSCR4,57088
P78380,OLR1,4973
O43699,SIGLEC6,946
P78504,JAG1,182
-,EXPH5,23086
O43745,CHP2,63928
Q9H015,SLC22A4,6583
P36382,GJA5,2702
P48067,SLC6A9,6536
Q8NDX1,PSD4,23550
Q70EL4,USP43,124739
Q9H5Y7,SLITRK6,84189
Q6ZW33,MICALCL,84953
Q1W6H9,FAM110C,642273
Q86X27,RALGPS2,55103
A6NGR9,MROH6,642475
Q9H095,IQCG,84223
O14495,PPAP2B,8613
Q9NXD2,MTMR10,54893
Q5W0Z9,ZDHHC20,253832
O60503,ADCY9,115
Q8N7R7,CCNYL1,151195
Q7Z698,SPRED2,200734
Q4KMQ2,ANO6,196527
Q9BXB5,OSBPL10,114884
Q9P241,ATP10D,57205
Q8TB37,NUBPL,80224
Q8N8Z6,DCBLD1,285761
Q8NFX7,STXBP6,29091
P46059,SLC15A1,6564
Q9HBB8,CDHR5,53841
Q5VW38,GPR107,57720
Q2M1Z3,ARHGAP31,57514
Q2Y0W8,SLC4A8,9498
P16298,PPP3CB,5532
Q7RTV2,GSTA5,221357
Q9NZH0,GPRC5B,51704
Q9BU68,PRR15L,79170
O75387,SLC43A1,8501
Q12767,KIAA0195,9772
O60486,PLXNC1,10154
Q9NYI0,PSD3,23362
Q8NBN3,TMEM87A,25963
Q6F5E8,RLTPR,146206
P20916,MAG,4099
Q9NQT8,KIF13B,23303
P25189,MPZ,4359
Q9HCL0,PCDH18,54510
Q9H5I5,PIEZO2,63895
Q9ULC8,ZDHHC8,29801
Q6UWI4,SHISA2,387914
Q96GP6,SCARF2,91179
Q8N0W4,NLGN4X,57502
Q96RP7,GAL3ST4,79690
Q96EH5,RPL39L,116832
Q9H156,SLITRK2,84631
-,LYPLA2P1,653639
P03950,ANG,283
Q92565,RAPGEF5,9771
P56277,CMC4,100272147
Q14249,ENDOG,2021
Q49B96,COX19,90639
Q69YU5,C12orf73,728568
Q6KCM7,SLC25A25,114789
Q86TX2,ACOT1,641371
Q96EX1,SMIM12,113444
Q9BW72,HIGD2A,192286
P84157,MXRA7,439921
Q6PL24,TMED8,283578
Q8WUX9,CHMP7,91782
Q9NZJ5,EIF2AK3,9451
Q9UFG5,C19orf25,148223
O14832,PHYH,5264
O15254,ACOX3,8310
Q9UKG9,CROT,54677
Q9H425,C1orf198,84886
Q9NVM4,PRMT7,54496
A8MXV4,NUDT19,390916
-,WASH3P,374666
O00559,EBAG9,9166
Q3B7T1,EDRF1,26098
Q68D85,NCR3LG1,374383
Q9BRR0,ZKSCAN3,80317
Q969U7,PSMG2,56984
Q8N4U5,TCP11L2,255394
Q9BYV8,CEP41,95681
Q9H2J4,PDCL3,79031
Q9Y2G7,ZFP30,22835
Q9NYM9,BET1L,51272
Q9Y2L5,TRAPPC8,22878
P08236,GUSB,2990
Q6PK18,OGFOD3,79701
Q9BVX2,TMEM106C,79022
Q07283,TCHH,7062
Q5TEA6,SEL1L2,80343
Q9Y5R8,TRAPPC1,58485
Q8IUZ0,LRRC49,54839
Q86TP1,PRUNE,58497
Q92837,FRAT1,10023
Q99576,TSC22D3,1831
-,ZNF724P,440519
-,RAB1C,441400
Q9UGY1,NOL12,79159
-,HLA-H,3136
Q96RT8,TUBGCP5,114791
Q9UGJ1,TUBGCP4,27229
Q8NI08,NCOA7,135112
Q9UPM8,AP4E1,23431
Q9Y587,AP4S1,11154
-,WASH6P,653440
Q9H5Z1,DHX35,60625
Q8N9B4,ANKRD42,338699
-,SGK494,124923
Q9H6J7,C11orf49,79096
-,TENM2,57451
Q9P273,TENM3,55714
Q8WVK7,SKA2,348235
O43716,GATC,283459
O75879,GATB,5188
P30038,ALDH4A1,8659
Q4J6C6,PREPL,9581
Q8WWV3,RTN4IP1,84816
Q9BSJ5,C17orf80,55028
Q9BUE6,ISCA1,81689
Q9NWX6,THG1L,54974
Q9UFW8,CGGBP1,8545
Q9UGC7,MTRF1L,54516
Q9Y606,PUS1,80324
Q5HYI7,MTX3,345778
Q8WV74,NUDT8,254552
Q9NVH6,TMLHE,55217
Q96I23,PYURF,100996939
Q8NAN2,FAM73A,374986
Q9HCL3,ZFP14,57677
Q8NI37,PPTC7,160760
Q19T08,ECSCR,641700
Q3KP66,C1orf106,55765
Q2M1V0,ISX,91464
Q8N131,TMEM123,114908
O94907,DKK1,22943
O60671,RAD1,5810
Q9NXZ1,SAGE1,55511
Q96C00,ZBTB9,221504
Q96E14,RMI2,116028
Q9UKY1,ZHX1,11244
Q2TAK8,MUM1,84939
P55290,CDH13,1012
Q2M3D2,EXOC3L2,90332
Q8IYI0,C20orf196,149840
Q92529,SHC3,53358
P29218,IMPA1,3612
P50583,NUDT2,318
Q96IV0,NGLY1,55768
Q9BSH3,NICN1,84276
Q68CL5,TPGS2,25941
Q6IPR3,TYW3,127253
-,RPL7P32,100130892
Q92858,ATOH1,474
P57771,RGS8,85397
Q14563,SEMA3A,10371
Q9Y615,ACTL7A,10881
-,SCARNA5,677775
-,SCARNA2,677766
-,RNU11,26824
-,TERC,7012
-,SCARNA7,677767
-,SCARNA9,619383
-,SCARNA12,677777
-,VTRNA1-2,56663
-,SLMO2-ATP5E,100533975
-,LOC652276,652276
-,SNORA8,654320
-,SNORD116-21,100033432
-,RMRP,6023
Q6ZS30,NBEAL1,65065
-,SNORA18,677805
P60827,C1QTNF8,390664
P86452,ZBED6,100381270
-,SH3GL1P2,6459
-,SNORA40,677822
Q400G9,AMZ1,155185
-,KANTR,102723508
-,CCDC144CP,348254
-,LINC00898,400932
-,LINC00342,150759
Q9Y5G2,PCDHGB2,56103
A1L157,TSPAN11,441631
O14926,FSCN2,25794
-,CCDC144B,284047
-,FLJ42627,645644
Q9H2B4,SLC26A1,10861
Q9Y2U2,KCNK7,10089
-,ZNRF2P1,441208
O75467,ZNF324,25799
-,GLUD1P3,2749
Q15937,ZNF79,7633
-,SMG1P1,641298
Q9P242,NYAP2,57624
-,SMG1P6,101928094
-,SGMS1-AS1,104355295
-,ANKRD18B,441459
P35858,IGFALS,3483
Q9UK13,ZNF221,7638
Q5TC79,ZBTB37,84614
Q8N2N9,ANKRD36B,57730
Q8TDN2,KCNV2,169522
Q8IZU8,DSEL,92126
Q7Z6G8,ANKS1B,56899
Q9ULI3,HEG1,57493
-,C1RL-AS1,283314
-,LRRC37A4P,55073
-,ADAM20P1,317760
O94991,SLITRK5,26050
Q0P6D6,CCDC15,80071
Q5VZR2,NUTM2G,441457
O75626,PRDM1,639
-,LINC01296,642477
-,PMS2P9,100132832
-,NOP14-AS1,317648
-,FOXO3B,2310
-,LOC202181,202181
Q7LGC8,CHST3,9469
Q9P243,ZFAT,57623
-,ANKRD36C,400986
Q86Y38,XYLT1,64131
Q86YE8,ZNF573,126231
Q8N7H1,LINC01465,283416
O94885,SASH1,23328
-,LOC101928841,101928841
-,COL6A4P1,344875
-,TMEM75,641384
Q5XKL5,BTBD8,284697
-,FBXL19-AS1,283932
Q63HK3,ZKSCAN2,342357
-,DLSTP1,1744
-,PWAR5,8123
O43506,ADAM20,8748
-,LOC101928728,101928728
Q3KQV3,ZNF792,126375
C9J069,C9orf172,389813
Q9NYQ7,CELSR3,1951
Q08ER8,ZNF543,125919
-,ANKRD18CP,100287922
-,LINC00638,196872
Q9Y5F8,PCDHGB7,56099
Q7Z5N4,SDK1,221935
A6NI28,ARHGAP42,143872
-,C5orf17,439936
Q6ZMP0,THSD4,79875
Q9Y5H3,PCDHGA10,56106
Q96M96,FGD4,121512
-,LINC00659,100652730
Q9BZ76,CNTNAP3,79937
Q9UNA0,ADAMTS5,11096
Q6T4R5,NHS,4810
Q96MT3,PRICKLE1,144165
-,BTN2A3P,54718
Q6ZT98,TTLL7,79739
Q96RI0,F2RL3,9002
-,TOP1P1,7151
Q5T7B8,KIF24,347240
Q9HBL0,TNS1,7145
-,EMBP1,647121
-,AHCTF1P1,285116
P35555,FBN1,2200
Q96MU6,ZNF778,197320
Q5EBL2,ZNF628,89887
O15055,PER2,8864
-,LOC101928279,101928279
Q9NZU1,FLRT1,23769
A8MUP2,METTL12,751071
Q9UPX6,KIAA1024,23251
Q5FWE3,PRRT3,285368
Q5HY92,FIGN,55137
A2VDJ0,KIAA0922,23240
Q9H8G1,ZNF430,80264
-,LOC283922,283922
Q6ZN30,BNC2,54796
Q5BKX6,SLC45A4,57210
Q9Y5F0,PCDHB13,56123
-,BEND3P3,650623
P0CJ78,ZNF865,100507290
Q96N38,ZNF714,148206
Q8IYM2,SLFN12,55106
Q6AW86,ZNF324B,388569
Q9P2F5,STOX2,56977
Q17RM4,CCDC142,84865
O94875,SORBS2,8470
Q9ULK6,RNF150,57484
Q8NEP9,ZNF555,148254
Q9C0D6,FHDC1,85462
Q6AWC2,WWC2,80014
Q86VV8,RTTN,25914
Q96QE4,LRRC37B,114659
Q155Q3,DIXDC1,85458
-,LINC01347,731275
Q96NE9,FRMD6,122786
Q86X52,CHSY1,22856
-,LOC100288069,100288069
Q8N394,TMTC2,160335
Q7Z3V5,ZNF571,51276
Q8N8J6,ZNF615,284370
Q8IYN0,ZNF100,163227
-,LINC01108,102216342
-,LINC00842,643650
O00634,NTN3,4917
P51508,ZNF81,347344
Q9BWM5,ZNF416,55659
-,MIATNB,102724827
A8MWY0,KIAA1324L,222223
-,SSR4P1,728039
Q86YS3,RAB11FIP4,84440
Q5R3F8,ELFN2,114794
-,LINC01572,101927957
O75123,ZNF623,9831
Q03721,KCNC4,3749
Q496Y0,LONRF3,79836
Q6ZMY6,WDR88,126248
-,SH3GL1P1,6458
Q9P2E5,CHPF2,54480
Q8IV33,KIAA0825,285600
Q9UN88,GABRQ,55879
Q9BUD6,SPON2,10417
Q6NSJ0,KIAA1161,57462
Q8WU76,SCFD2,152579
Q3KRB8,ARHGAP11B,89839
Q92502,STARD8,9754
A7MBM2,DISP2,85455
Q8IYL2,TRMT44,152992
-,LOC100287042,100287042
Q6UXM1,LRIG3,121227
-,CYP2T1P,171523
-,LINC00630,100287765
Q7LFX5,CHST15,51363
P17021,ZNF17,7565
-,SCAND2P,54581
Q8IZ08,GPR135,64582
Q6XZF7,DNMBP,23268
Q6ZMW3,EML6,400954
-,FZD10-AS1,440119
P39059,COL15A1,1306
Q32M78,ZNF699,374879
Q9NS39,ADARB2,105
-,LOC90784,90784
P50749,RASSF2,9770
-,FIRRE,286467
Q6ZSS7,MFSD6,54842
Q68DY9,ZNF772,400720
Q9H094,NBPF3,84224
-,ZNF702P,79986
B2RD01,CENPBD1,92806
Q8N184,ZNF567,163081
Q5UAW9,GPR157,80045
Q53EQ6,TIGD5,84948
Q01668,CACNA1D,776
O75437,ZNF254,9534
P30989,NTSR1,4923
Q7Z304,MAMDC2,256691
Q8TF32,ZNF431,170959
P02462,COL4A1,1282
Q9NXS3,KLHL28,54813
Q9NQ90,ANO2,57101
Q6ICC9,LDOC1L,84247
Q5VZ66,JAKMIP3,282973
Q9H426,RIMS4,140730
Q8TC76,FAM110B,90362
Q8N9M5,TMEM102,284114
Q6UWL2,SUSD1,64420
-,SNAI3-AS1,197187
Q9C0I1,MTMR12,54545
P35408,PTGER4,5734
-,SCGB1B2P,643719
P29122,PCSK6,5046
Q9H4K1,RIBC2,26150
A6NM11,LRRC37A2,474170
-,LINC01128,643837
Q8IV76,PASD1,139135
-,GMDS-AS1,100508120
Q99435,NELL2,4753
O14511,NRG2,9542
Q96ET8,TVP23C-CDRT4,100533496
Q13495,MAMLD1,10046
Q6UXT9,ABHD15,116236
Q75T13,PGAP1,80055
Q10587,TEF,7008
Q68EA5,ZNF57,126295
Q9Y561,LRP12,29967
Q8N4N3,KLHL36,79786
Q9Y2Y9,KLF13,51621
Q9HBU6,ETNK1,55500
Q7RTY0,SLC16A13,201232
Q96SN7,ORAI2,80228
Q9BTN0,LRFN3,79414
B2RXF5,ZBTB42,100128927
O43462,MBTPS2,51360
Q96QE2,SLC2A13,114134
Q9BTX7,TTPAL,79183
-,WHAMMP1,100288615
Q01415,GALK2,2585
-,PKD1P1,339044
O15165,LDLRAD4,753
Q5JUQ0,FAM78A,286336
Q96BR6,ZNF669,79862
Q9NX94,WBP1L,54838
O60551,NMT2,9397
-,HERC2P3,283755
Q8TBE0,BAHD1,22893
Q8N414,PGBD5,79605
Q15035,TRAM2,9697
Q6TFL4,KLHL24,54800
Q0VAM2,RASGEF1B,153020
P0C0S8,HIST1H2AM,8336
P0C0S8,HIST1H2AK,8330
Q9Y4F4,FAM179B,23116
-,LINC00087,644596
O75144,ICOSLG,23308
-,FLJ45950,399975
O95996,APC2,10297
-,RNR1,6052
Q70JA7,CHSY3,337876
O75096,LRP4,4038
-,LOC644961,644961
A6NFY4,TMEM194B,100131211
P35367,HRH1,3269
Q6EMB2,TTLL5,23093
A9YTQ3,AHRR,57491
P18510,IL1RN,3557
Q68DL7,C18orf63,644041
Q69YZ2,TMEM200B,399474
Q5SNV9,C1orf167,284498
Q5RHP9,ERICH3,127254
-,IGKV2D-40,28878
-,TRAP,100187907
-,LINC00473,90632
P51816,AFF2,2334
Q9H5U6,ZCCHC4,29063
-,BCL2L2-PABPN1,100529063
Q96D09,ARMCX5-GPRASP2,100528062
Q92637,FCGR1B,2210
P59827,BPIFB4,149954
-,LOC101930047,101930047
Q5T1A1,DCST2,127579
Q6PRD1,GPR179,440435
Q8N6T0,C11orf80,79703
-,AQP7P3,441432
Q0IIM8,TBC1D8B,54885
Q7Z6I6,ARHGAP30,257106
Q8NGU2,OR9A4,130075
Q96PH1,NOX5,79400
-,LOC100507703,100507703
-,ARHGAP40,343578
Q9GZT4,SRR,63826
Q9H1K4,SLC25A18,83733
Q9BU02,THTPA,79178
Q9UJ14,GGT7,2686
Q496H8,NRN1L,123904
Q13296,SCGB2A2,4250
P01034,CST3,1471
O00628,PEX7,5191
Q0P641,C2orf80,389073
Q08495,DMTN,2039
Q8N336,ELMOD1,55531
P48751,SLC4A3,6508
F2Z333,C1orf233,643988
Q9BY64,UGT2B28,54490
O75310,UGT2B11,10720
P36537,UGT2B10,7365
Q86U10,ASPG,374569
Q5BKU9,OXLD1,339229
P30042,LOC102724023,102724023
-,DCDC2C,728597
Q9UMX2,OAZ3,51686
Q96P64,AGAP4,119016
A6NIR3,AGAP5,729092
Q5VW22,AGAP6,414189
-,CTGLF11P,653259
Q8TF27,AGAP11,119385
Q5VTM2,AGAP9,642517
Q86WU2,LDHD,197257
Q09470,KCNA1,3736
-,GVINP1,387751
Q9NPB0,SAYSD1,55776
-,GABARAPL3,23766
Q9UKP4,ADAMTS7,11173
P15814,IGLL1,3543
O14607,UTY,7404
Q5FVE4,ACSBG2,81616
P14679,TYR,7299
-,TYRL,7300
Q6UWR7,ENPP6,133121
Q15726,KISS1,3814
-,ROCK1P1,727758
-,OPA6,777778
P12018,VPREB1,7441
Q9Y2P0,ZNF835,90485
Q8WYN3,CSRNP3,80034
-,NEDD8-MDP1,100528064
Q9H1C3,GLT8D2,83468
-,HNRNPUL2-BSCL2,100534595
O43257,ZNHIT1,10467
O43423,ANP32C,23520
Q8NEV1,CSNK2A3,283106
Q16384,SSX1,6756
O43291,SPINT2,10653
P28328,PEX2,5828
Q9UFF9,CNOT8,9337
Q49AM3,TTC31,64427
Q9BUU2,METTL22,79091
Q96AH0,NABP1,64859
O60675,MAFK,7975
O75473,LGR5,8549
Q96AH8,RAB7B,338382
P34130,NTF4,4909
P69905,HBA2,3040
-,LIFR-AS1,100506495
P49810,PSEN2,5664
P01920,HLA-DQB1,3119
Q9NPF7,IL23A,51561
P01909,HLA-DQA1,3117
P29460,IL12B,3593
P02753,RBP4,5950
P07998,RNASE1,6035
Q495M9,USH1G,124590
P01732,CD8A,925
Q7L804,RAB11FIP2,22841
Q9P2U7,SLC17A7,57030
Q8NDX2,SLC17A8,246213
Q9H598,SLC32A1,140679
Q8IUH5,ZDHHC17,23390
P02656,APOC3,345
O15525,MAFG,4097
O43300,LRRTM2,26045
Q8IVU3,HERC6,55008
Q9Y6Q6,TNFRSF11A,8792
-,FOXP4-AS1,101060264
Q96D21,RASD2,23551
Q9UMX9,SLC45A2,51151
P35523,CLCN1,1180
B7ZAQ6|P0CG08,GPR89A,653519
Q14520,HABP2,3026
O95136,S1PR2,9294
Q6ZNQ3,LRRC69,100130742
Q9H8M7,FAM188A,80013
Q9UKZ9,PCOLCE2,26577
P03952,KLKB1,3818
P20774,OGN,4969
Q96S86,HAPLN3,145864
Q86YL7,PDPN,10630
Q9BXJ4,C1QTNF3,114899
Q9NRB3,CHST12,55501
Q8NEP3,DNAAF1,123872
Q2TAP0,GOLGA7B,401647
Q96DN5,TBC1D31,93594
Q8WV99,ZFAND2B,130617
P26992,CNTFR,1271
Q8WWZ8,OIT3,170392
P08582,MFI2,4241
-,MKRN4P,7682
Q9BXX0,EMILIN2,84034
Q9BQ16,SPOCK3,50859
Q86SX3,C14orf80,283643
P02100,HBE1,3046
Q8WV19,SFT2D1,113402
Q9NUE0,ZDHHC18,84243
O60279,SUSD5,26032
Q9HC56,PCDH9,5101
Q9Y2G0,EFR3B,22979
Q96AA3,RFT1,91869
Q9BRX8,FAM213A,84293
Q9Y6Z7,COLEC10,10584
O95067,CCNB2,9133
Q7LC44,ARC,23237
P50607,TUB,7275
P20963,CD247,919
P09693,CD3G,917
-,TRBC1,28639
-,TRBC2,28638
Q8IYK4,COLGALT2,23127
P07315,CRYGC,1420
P25325,MPST,4357
Q9NZJ9,NUDT4,11163
P15428,HPGD,3248
Q8N9Q2,SREK1IP1,285672
P78356,PIP4K2B,8396
Q15661|P20231,TPSAB1,7177
P00915,CA1,759
Q9UKD1,GMEB2,26205
A2RUB1,C17orf104,284071
P08397,HMBS,3145
P50336,PPOX,5498
Q9Y619,SLC25A15,10166
Q96BW9,TAMM41,132001
Q9ULR0,ISY1-RAB43,100534599
P98073,TMPRSS15,5651
Q9NVZ3,NECAP2,55707
Q9UDX5,MTFP1,51537
Q9NUB1,ACSS1,84532
Q86UE3,ZNF546,339327
Q9BZL1,UBL5,59286
Q5VVH5,IRAK1BP1,134728
Q9BUM1,G6PC3,92579
Q9H2D1,SLC25A32,81034
Q96KE9,BTBD6,90135
Q8WVF5,KCTD4,386618
Q0D2K2,KLHL30,377007
Q2TBA0,KLHL40,131377
A6QL63,BTBD11,121551
Q02127,DHODH,1723
P19961,AMY2B,280
Q9P2G9,KLHL8,57563
-,PPP1R15B,84919
-,BRCA3,60500
Q8WUE5,CT55,54967
Q9UKW4,VAV3,10451
P59103,DAOA,267012
P14920,DAO,1610
O15527,OGG1,4968
O14830,PPEF2,5470
Q13410,BTN1A1,696
P21452,TACR2,6865
O14921,RGS13,6003
P78556,CCL20,6364
Q969I6,SLC38A4,55089
Q8N1D0,SLC22A18AS,5003
Q8NG78,OR8G5,219865
Q9BR84,ZNF559,84527
Q96P53,WDFY2,115825
Q8TD55,PLEKHO2,80301
Q2TBC4,PRICKLE4,29964
-,ANKRD26P1,124149
Q9Y2G2,CARD8,22900
-,NXF4,55999
O95259,KCNH1,3756
Q5SZI1,LDLRAD2,401944
P51805,PLXNA3,55558
P55899,FCGRT,2217
A6BM72,MEGF11,84465
Q02045,MYL5,4636
Q02318,CYP27A1,1593
P12272,PTHLH,5744
P60323,NANOS3,342977
P60321,NANOS2,339345
Q86WR7,PROSER2,254427
Q96RM1,SPRR2F,6705
Q14774,HLX,3142
